"country","state","locality","date","sex","life_stage","genus","order","family","geometry"
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","21-Apr-25","male","adult","Blarina","Soricomorpha","Soricidae",c(-83.45218599, 35.03903504)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","23-Apr-25","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.45218197, 35.03837798)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","23-Apr-25","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.45218197, 35.03837798)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","23-Apr-25","male","adult","Blarina","Soricomorpha","Soricidae",c(-83.45218197, 35.03837798)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","19-Apr-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.45216797, 35.03897502)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","24-Apr-25","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.45215799, 35.03834202)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","1-Aug-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.45215498, 35.03896899)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","21-Apr-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.45214299, 35.039274)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","24-Apr-25","male","juvenile","Peromyscus","Rodentia","Cricetidae",c(-83.45213301, 35.03915104)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","24-Apr-25","female","subadult","Peromyscus","Rodentia","Cricetidae",c(-83.45212899, 35.038683)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","21-Apr-25","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.45212899, 35.03891802)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","31-Jul-25","female","adult","Sorex","Soricomorpha","Soricidae",c(-83.45212304, 35.03916504)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","31-Jul-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.452116, 35.03924098)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","24-Apr-25","male","adult","Blarina","Soricomorpha","Soricidae",c(-83.45209798, 35.03860999)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","22-Apr-25","male","subadult","Peromyscus","Rodentia","Cricetidae",c(-83.45209597, 35.03878802)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","14-Oct-25","male","juvenile","Peromyscus","Rodentia","Cricetidae",c(-83.45209496, 35.03872801)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","30-Jul-25","female","adult","Sorex","Soricomorpha","Soricidae",c(-83.45209496, 35.03910896)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","30-Jul-25","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.45209496, 35.03910896)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","10-Oct-25","female","adult","Blarina","Soricomorpha","Soricidae",c(-83.45209303, 35.03867797)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","2-Aug-25","male","adult","Blarina","Soricomorpha","Soricidae",c(-83.45206596, 35.03906404)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","11-Oct-25","male","adult","Blarina","Soricomorpha","Soricidae",c(-83.45204802, 35.03878299)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","10-Oct-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.45204702, 35.03888399)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","31-Jul-25","male","adult","Napaeozapus","Rodentia","Dipodidae",c(-83.45204098, 35.038899)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km 980.764526ESE Albert Mountain, along Ball Creek Road","30-Jul-25","male","adult","Blarina","Soricomorpha","Soricidae",c(-83.45203796, 35.03913101)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","24-Apr-25","male","juvenile","Peromyscus","Rodentia","Cricetidae",c(-83.45203402, 35.03823599)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","24-Apr-25","female","subadult","Peromyscus","Rodentia","Cricetidae",c(-83.45203402, 35.03879397)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","31-Jul-25","female","adult","Blarina","Soricomorpha","Soricidae",c(-83.45202397, 35.03907803)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","10-Oct-25","male","subadult","Sorex","Soricomorpha","Soricidae",c(-83.45202204, 35.03849901)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","10-Oct-25","female","subadult","Sorex","Soricomorpha","Soricidae",c(-83.45202103, 35.03859499)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","26-May-25","male","adult","Blarina","Soricomorpha","Soricidae",c(-83.45201902, 35.03922799)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","13-Oct-25","male","adult","Blarina","Soricomorpha","Soricidae",c(-83.452016, 35.03859197)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","26-May-25","male","adult","Blarina","Soricomorpha","Soricidae",c(-83.45199496, 35.03921399)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","25-May-25","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.45199304, 35.03867403)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","25-May-25","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.45199304, 35.03867403)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","30-Jul-25","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.45198298, 35.03868501)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","31-Jul-25","male","adult","Napaeozapus","Rodentia","Dipodidae",c(-83.45197602, 35.03872499)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","3-Aug-25","male","adult","Blarina","Soricomorpha","Soricidae",c(-83.45196898, 35.039115)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","3-Aug-25","female","adult","Sorex","Soricomorpha","Soricidae",c(-83.45196898, 35.039115)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","30-Jul-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.45196504, 35.03929999)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","19-Apr-25","female","adult","Sorex","Soricomorpha","Soricidae",c(-83.45196404, 35.03826197)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","31-Jul-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.45196404, 35.03932597)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","22-May-25","male","adult","Blarina","Soricomorpha","Soricidae",c(-83.45194199, 35.03899296)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","30-Jul-25","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.45193897, 35.03864704)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","24-Apr-25","female","juvenile","Peromyscus","Rodentia","Cricetidae",c(-83.45193202, 35.03877201)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","11-Oct-25","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.45192799, 35.03874603)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","21-Apr-25","female","adult","Sorex","Soricomorpha","Soricidae",c(-83.45192799, 35.03893898)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","20-Apr-25","female","adult","Sorex","Soricomorpha","Soricidae",c(-83.45192196, 35.03864796)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","24-May-25","female","adult","Blarina","Soricomorpha","Soricidae",c(-83.45192196, 35.03903504)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","24-Apr-25","male","adult","Napeozapus","Rodentia","Dipodidae",c(-83.45192003, 35.03869498)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","31-Jul-25","male","adult","Napaeozapus","Rodentia","Dipodidae",c(-83.45191701, 35.03859599)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","22-May-25","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.451915, 35.03875097)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","24-Apr-25","male","juvenile","Peromyscus","Rodentia","Cricetidae",c(-83.45190897, 35.03947701)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","24-Apr-25","male","juvenile","Peromyscus","Rodentia","Cricetidae",c(-83.45190201, 35.03867604)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","24-Apr-25","female","juvenile","Peromyscus","Rodentia","Cricetidae",c(-83.45189396, 35.03842399)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","20-Apr-25","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.45187603, 35.03876497)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","21-Apr-25","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.45186496, 35.03845702)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","24-Apr-25","male","juvenile","Peromyscus","Rodentia","Cricetidae",c(-83.45186404, 35.03827396)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","26-May-25","female","adult","Sorex","Soricomorpha","Soricidae",c(-83.45185298, 35.03876698)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","29-Jan-26","unknown","adult","Sorex","Soricomorpha","Soricidae",c(-83.45183797, 35.03876799)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","10-Oct-25","male","subadult","Peromyscus","Rodentia","Cricetidae",c(-83.45182003, 35.03880302)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","24-Apr-25","female","adult","Napeozapus","Rodentia","Dipodidae",c(-83.45181601, 35.03849398)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","24-Apr-25","male","juvenile","Peromyscus","Rodentia","Cricetidae",c(-83.45181601, 35.03849398)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","24-Apr-25","female","juvenile","Peromyscus","Rodentia","Cricetidae",c(-83.45181601, 35.03849398)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","30-Jul-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.45176203, 35.03937098)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","2-Aug-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.45164703, 35.03919496)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","30-Jul-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.45164502, 35.039533)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","30-Jul-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.45164502, 35.03953401)
